Feature Id	Aliases	Genome	Type	Function
CTHE_RS02215	CTHE_RS02215, Cthe_0427, WP_011837829.1	ATCC27405 (43218/3/1)	gene	serine/threonine phosphatase
CTHE_RS02220	CTHE_RS02220, Cthe_0428, WP_003519058.1	ATCC27405 (43218/3/1)	gene	NAD(P)H-dependent oxidoreductase subunit E
CTHE_RS02225	CTHE_RS02225, Cthe_0429, WP_003519059.1	ATCC27405 (43218/3/1)	gene	NADH-quinone oxidoreductase subunit NuoF
CTHE_RS00220	CTHE_RS00220, Cthe_0042, WP_003511964.1, hydF	ATCC27405 (43218/3/1)	gene	[FeFe] hydrogenase H-cluster maturation GTPase HydF
CTHE_RS02230	CTHE_RS02230, Cthe_0430, WP_003519061.1	ATCC27405 (43218/3/1)	gene	4Fe-4S dicluster domain-containing protein
CTHE_RS02235	CTHE_RS02235, Cthe_0431, WP_003519067.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02240	CTHE_RS02240, Cthe_0432, WP_004463129.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02245	CTHE_RS02245, Cthe_0433, WP_003519072.1	ATCC27405 (43218/3/1)	gene	glycoside hydrolase
CTHE_RS02250	CTHE_RS02250, Cthe_0434, WP_003519073.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02255	CTHE_RS02255, Cthe_0435, WP_003519074.1	ATCC27405 (43218/3/1)	gene	dockerin
CTHE_RS02260	CTHE_RS02260, Cthe_0436, WP_003519075.1	ATCC27405 (43218/3/1)	gene	tetratricopeptide repeat protein
CTHE_RS02265	CTHE_RS02265, Cthe_0437, WP_004463138.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02270	CTHE_RS02270, Cthe_0438, WP_003519077.1	ATCC27405 (43218/3/1)	gene	LuxR family transcriptional regulator
CTHE_RS02275	CTHE_RS02275, WP_037294588.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00225	CTHE_RS00225, Cthe_0043, WP_003518381.1	ATCC27405 (43218/3/1)	gene	glycoside hydrolase
CTHE_RS02280	CTHE_RS02280, Cthe_0439, WP_003517888.1	ATCC27405 (43218/3/1)	gene	glutamine amidotransferase
CTHE_RS02285	CTHE_RS02285, Cthe_0440, WP_003517891.1	ATCC27405 (43218/3/1)	gene	DUF1727 domain-containing protein
CTHE_RS02290	CTHE_RS02290, Cthe_0441, WP_080514902.1, murA	ATCC27405 (43218/3/1)	gene	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CTHE_RS02295	CTHE_RS02295, Cthe_0442, WP_003520339.1	ATCC27405 (43218/3/1)	gene	cell division protein FtsQ
CTHE_RS02300	CTHE_RS02300, Cthe_0443, WP_003517897.1	ATCC27405 (43218/3/1)	gene	DUF1290 domain-containing protein
CTHE_RS02305	CTHE_RS02305, Cthe_0444, WP_003517900.1, ftsA	ATCC27405 (43218/3/1)	gene	cell division protein FtsA
CTHE_RS02310	CTHE_RS02310, Cthe_0445, WP_003517903.1	ATCC27405 (43218/3/1)	gene	cell division protein FtsZ
CTHE_RS02315	CTHE_RS02315, Cthe_0446, WP_003517906.1, spoIIGA	ATCC27405 (43218/3/1)	gene	sigma-E processing peptidase SpoIIGA
CTHE_RS02320	CTHE_RS02320, Cthe_0447, WP_003517908.1	ATCC27405 (43218/3/1)	gene	RNA polymerase sporulation sigma factor SigE
CTHE_RS02325	CTHE_RS02325, Cthe_0448, WP_003517911.1, sigG	ATCC27405 (43218/3/1)	gene	RNA polymerase sporulation sigma factor SigG
CTHE_RS00230	CTHE_RS00230, Cthe_0044, WP_003511967.1	ATCC27405 (43218/3/1)	gene	dockerin
CTHE_RS02330	CTHE_RS02330, Cthe_0449, WP_003517913.1	ATCC27405 (43218/3/1)	gene	YlmC/YmxH family sporulation protein
CTHE_RS02335	CTHE_RS02335, Cthe_0450, WP_003517916.1	ATCC27405 (43218/3/1)	gene	transcriptional regulator NrdR
CTHE_RS02340	CTHE_RS02340, Cthe_0451, WP_003517918.1	ATCC27405 (43218/3/1)	gene	DUF115 domain-containing protein
CTHE_RS02345	CTHE_RS02345, Cthe_0452, WP_041734218.1	ATCC27405 (43218/3/1)	gene	cellulosome anchor protein
CTHE_RS02350	CTHE_RS02350, Cthe_0453, WP_003517923.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02355	CTHE_RS02355, Cthe_0454, WP_003517925.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02360	CTHE_RS02360, Cthe_0455, WP_011837834.1	ATCC27405 (43218/3/1)	gene	ATP-binding protein
CTHE_RS02365	CTHE_RS02365, Cthe_0456, WP_004463157.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02370	CTHE_RS02370, Cthe_0457, WP_011837835.1	ATCC27405 (43218/3/1)	gene	YccF domain-containing protein
CTHE_RS02375	CTHE_RS02375, Cthe_0458, WP_003517935.1, xth	ATCC27405 (43218/3/1)	gene	exodeoxyribonuclease III
CTHE_RS00235	CTHE_RS00235, Cthe_0045, WP_011837741.1	ATCC27405 (43218/3/1)	gene	copper amine oxidase
CTHE_RS02380	CTHE_RS02380, Cthe_0459, WP_003517936.1, dprA	ATCC27405 (43218/3/1)	gene	DNA-protecting protein DprA
CTHE_RS02385	CTHE_RS02385, Cthe_0460, WP_003517938.1	ATCC27405 (43218/3/1)	gene	type I DNA topoisomerase
CTHE_RS02390	CTHE_RS02390, Cthe_0461, WP_003517940.1	ATCC27405 (43218/3/1)	gene	FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))- methyltransferase TrmFO
CTHE_RS02395	CTHE_RS02395, Cthe_0462, WP_011837836.1, flgB	ATCC27405 (43218/3/1)	gene	flagellar basal body rod protein FlgB
CTHE_RS02400	CTHE_RS02400, Cthe_0463, WP_003517944.1, flgC	ATCC27405 (43218/3/1)	gene	flagellar basal body rod protein FlgC
CTHE_RS02405	CTHE_RS02405, Cthe_0464, WP_003517946.1	ATCC27405 (43218/3/1)	gene	flagellar hook-basal body complex protein FliE
CTHE_RS02410	CTHE_RS02410, Cthe_0465, WP_011837837.1	ATCC27405 (43218/3/1)	gene	flagellar M-ring protein FliF
CTHE_RS02415	CTHE_RS02415, Cthe_0466, WP_003517950.1	ATCC27405 (43218/3/1)	gene	flagellar motor switch protein FliG
CTHE_RS02420	CTHE_RS02420, Cthe_0467, WP_003517951.1	ATCC27405 (43218/3/1)	gene	flagellar biosynthesis protein
CTHE_RS02425	CTHE_RS02425, Cthe_0468, WP_003517953.1	ATCC27405 (43218/3/1)	gene	flagellar protein export ATPase FliI
CTHE_RS00240	CTHE_RS00240, Cthe_0046, WP_003511974.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02430	CTHE_RS02430, Cthe_0469, WP_003517955.1, fliJ	ATCC27405 (43218/3/1)	gene	flagellar export protein FliJ
CTHE_RS02435	CTHE_RS02435, Cthe_0470, WP_003517957.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02440	CTHE_RS02440, Cthe_0471, WP_011837838.1	ATCC27405 (43218/3/1)	gene	flagellar hook-length control protein FliK
CTHE_RS02445	CTHE_RS02445, Cthe_0472, WP_004463172.1	ATCC27405 (43218/3/1)	gene	flagellar basal body rod modification protein FlgD
CTHE_RS02450	CTHE_RS02450, Cthe_0473, WP_003517963.1	ATCC27405 (43218/3/1)	gene	flagellar biosynthesis protein
CTHE_RS02455	CTHE_RS02455, Cthe_0474, WP_003517965.1	ATCC27405 (43218/3/1)	gene	flagellar hook protein FlgE
CTHE_RS02460	CTHE_RS02460, WP_003517967.1	ATCC27405 (43218/3/1)	gene	flagellar protein
CTHE_RS02465	CTHE_RS02465, Cthe_0476, WP_003517969.1	ATCC27405 (43218/3/1)	gene	flagellar basal body-associated protein FliL
CTHE_RS02470	CTHE_RS02470, Cthe_0477, WP_003517971.1	ATCC27405 (43218/3/1)	gene	flagellar motor switch protein FliM
CTHE_RS02475	CTHE_RS02475, Cthe_0478, WP_011837840.1	ATCC27405 (43218/3/1)	gene	flagellar motor switch phosphatase FliY
CTHE_RS00245	CTHE_RS00245, Cthe_0047, WP_011837742.1	ATCC27405 (43218/3/1)	gene	copper amine oxidase
CTHE_RS02480	CTHE_RS02480, Cthe_0479, WP_003517974.1	ATCC27405 (43218/3/1)	gene	response regulator
CTHE_RS02485	CTHE_RS02485, Cthe_0480, WP_003517976.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02490	CTHE_RS02490, Cthe_0481, WP_003517978.1, fliP	ATCC27405 (43218/3/1)	gene	flagellar biosynthetic protein FliP
CTHE_RS02495	CTHE_RS02495, Cthe_0482, WP_003517979.1, fliQ	ATCC27405 (43218/3/1)	gene	flagellar biosynthetic protein FliQ
CTHE_RS02500	CTHE_RS02500, Cthe_0483, WP_003517981.1	ATCC27405 (43218/3/1)	gene	flagellar type III secretion system protein FliR
CTHE_RS02505	CTHE_RS02505, Cthe_0484, WP_003517982.1, flhB	ATCC27405 (43218/3/1)	gene	flagellar biosynthesis protein FlhB
CTHE_RS02510	CTHE_RS02510, Cthe_0485, WP_003517983.1, flhA	ATCC27405 (43218/3/1)	gene	flagellar biosynthesis protein FlhA
CTHE_RS02515	CTHE_RS02515, Cthe_0486, WP_003517984.1, flhF	ATCC27405 (43218/3/1)	gene	flagellar biosynthesis protein FlhF
CTHE_RS02520	CTHE_RS02520, Cthe_0487, WP_004463177.1	ATCC27405 (43218/3/1)	gene	MinD/ParA family protein
CTHE_RS02525	CTHE_RS02525, Cthe_0488, WP_003517986.1	ATCC27405 (43218/3/1)	gene	flagellar brake protein
CTHE_RS00030	CTHE_RS00030, Cthe_0006, WP_003511895.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00250	CTHE_RS00250, Cthe_0048, WP_003511978.1	ATCC27405 (43218/3/1)	gene	copper amine oxidase
CTHE_RS02530	CTHE_RS02530, Cthe_0489, WP_003517987.1	ATCC27405 (43218/3/1)	gene	chemotaxis response regulator protein-glutamate methylesterase
CTHE_RS02535	CTHE_RS02535, Cthe_0490, WP_011837841.1	ATCC27405 (43218/3/1)	gene	chemotaxis protein CheA
CTHE_RS02540	CTHE_RS02540, Cthe_0491, WP_011837842.1	ATCC27405 (43218/3/1)	gene	chemotaxis protein CheW
CTHE_RS02545	CTHE_RS02545, Cthe_0492, WP_004463183.1	ATCC27405 (43218/3/1)	gene	chemotaxis protein CheC
CTHE_RS02550	CTHE_RS02550, Cthe_0493, WP_003517991.1	ATCC27405 (43218/3/1)	gene	chemotaxis protein CheD
CTHE_RS02555	CTHE_RS02555, Cthe_0494, WP_003517992.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02565	CTHE_RS02565, Cthe_0496, WP_011837761.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth2 family transposase
CTHE_RS02570	CTHE_RS02570, Cthe_0498, WP_003517994.1	ATCC27405 (43218/3/1)	gene	DUF342 domain-containing protein
CTHE_RS00255	CTHE_RS00255, Cthe_0049, WP_003511980.1	ATCC27405 (43218/3/1)	gene	helix-turn-helix domain-containing protein
CTHE_RS02575	CTHE_RS02575, Cthe_0499, WP_003517995.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02580	CTHE_RS02580, Cthe_0500, WP_003517996.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02585	CTHE_RS02585, Cthe_0501, WP_004463186.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02590	CTHE_RS02590, Cthe_0502, WP_003520349.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02595	CTHE_RS02595, Cthe_0503, WP_011837843.1	ATCC27405 (43218/3/1)	gene	RNA 2',3'-cyclic phosphodiesterase
CTHE_RS02600	CTHE_RS02600, Cthe_0504, WP_011837844.1	ATCC27405 (43218/3/1)	gene	poly-gamma-glutamate biosynthesis protein
CTHE_RS02605	CTHE_RS02605, Cthe_0505, WP_003518002.1	ATCC27405 (43218/3/1)	gene	formate C-acetyltransferase
CTHE_RS02610	CTHE_RS02610, Cthe_0506, WP_003518003.1, pflA	ATCC27405 (43218/3/1)	gene	pyruvate formate lyase-activating protein
CTHE_RS02615	CTHE_RS02615, Cthe_0507, WP_003518004.1	ATCC27405 (43218/3/1)	gene	DNA polymerase III
CTHE_RS02620	CTHE_RS02620, Cthe_0508, WP_003518005.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00260	CTHE_RS00260, Cthe_0050, WP_003511981.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02625	CTHE_RS02625, WP_004463190.1	ATCC27405 (43218/3/1)	gene	oxaloacetate decarboxylase
CTHE_RS02630	CTHE_RS02630, Cthe_0509, WP_003518007.1	ATCC27405 (43218/3/1)	gene	sodium ion-translocating decarboxylase subunit beta
CTHE_RS02635	CTHE_RS02635, Cthe_0510, WP_003511744.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth3 family transposase
CTHE_RS02640	CTHE_RS02640, Cthe_0511, WP_003518008.1	ATCC27405 (43218/3/1)	gene	sensor histidine kinase
CTHE_RS00265	CTHE_RS00265, Cthe_0051, WP_003518392.1	ATCC27405 (43218/3/1)	gene	GTP-binding protein
CTHE_RS00270	CTHE_RS00270, Cthe_0052, WP_011837743.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02745	CTHE_RS02745, Cthe_0528, WP_003520277.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02750	CTHE_RS02750, Cthe_0530, WP_003517561.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02755	CTHE_RS02755, Cthe_0531, WP_011837863.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02760	CTHE_RS02760, Cthe_0532, WP_003517567.1	ATCC27405 (43218/3/1)	gene	haloacid dehalogenase
CTHE_RS02765	CTHE_RS02765, Cthe_0533, WP_003517569.1	ATCC27405 (43218/3/1)	gene	radical SAM/SPASM domain-containing protein
CTHE_RS02770	CTHE_RS02770, Cthe_0534, WP_011837864.1	ATCC27405 (43218/3/1)	gene	peptidase domain-containing ABC transporter
CTHE_RS02775	CTHE_RS02775, Cthe_0535, WP_003517578.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00275	CTHE_RS00275, Cthe_0053, WP_003511986.1	ATCC27405 (43218/3/1)	gene	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent
CTHE_RS02780	CTHE_RS02780, Cthe_0536, WP_003517581.1	ATCC27405 (43218/3/1)	gene	endoglucanase
CTHE_RS02785	CTHE_RS02785, Cthe_0537, WP_011837865.1	ATCC27405 (43218/3/1)	gene	DNA-binding response regulator
CTHE_RS02790	CTHE_RS02790, Cthe_0538, WP_003517585.1	ATCC27405 (43218/3/1)	gene	sensor histidine kinase
CTHE_RS02795	CTHE_RS02795, Cthe_0539, WP_003517588.1	ATCC27405 (43218/3/1)	gene	ABC transporter ATP-binding protein
CTHE_RS02800	CTHE_RS02800, Cthe_0540, WP_011837866.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02805	CTHE_RS02805, Cthe_0541, WP_003517592.1	ATCC27405 (43218/3/1)	gene	aminopeptidase P family protein
CTHE_RS02810	CTHE_RS02810, Cthe_0542, WP_003517593.1	ATCC27405 (43218/3/1)	gene	M48 family peptidase
CTHE_RS02815	CTHE_RS02815, Cthe_0543, WP_003517595.1	ATCC27405 (43218/3/1)	gene	endoglucanase
CTHE_RS02820	CTHE_RS02820, Cthe_0544, WP_004463214.1	ATCC27405 (43218/3/1)	gene	serine/threonine-protein phosphatase
CTHE_RS02825	CTHE_RS02825, Cthe_0545, WP_080514903.1	ATCC27405 (43218/3/1)	gene	prepilin peptidase
CTHE_RS00280	CTHE_RS00280, Cthe_0054, WP_003518396.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02830	CTHE_RS02830, Cthe_0546, WP_003517600.1	ATCC27405 (43218/3/1)	gene	transcriptional repressor
CTHE_RS02835	CTHE_RS02835, Cthe_0547, WP_003517602.1	ATCC27405 (43218/3/1)	gene	ABC transporter substrate-binding protein
CTHE_RS02840	CTHE_RS02840, Cthe_0548, WP_003517604.1	ATCC27405 (43218/3/1)	gene	metal ABC transporter ATP-binding protein
CTHE_RS02845	CTHE_RS02845, Cthe_0549, WP_003517607.1	ATCC27405 (43218/3/1)	gene	metal ABC transporter permease
CTHE_RS02850	CTHE_RS02850, Cthe_0550, WP_003517609.1	ATCC27405 (43218/3/1)	gene	molecular chaperone HtpG
CTHE_RS02855	CTHE_RS02855, WP_037294540.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02860	CTHE_RS02860, Cthe_0551, WP_003517611.1	ATCC27405 (43218/3/1)	gene	acetyl-CoA synthetase
CTHE_RS02865	CTHE_RS02865, Cthe_0552, WP_003517613.1	ATCC27405 (43218/3/1)	gene	XRE family transcriptional regulator
CTHE_RS02870	CTHE_RS02870, Cthe_0553, WP_003517615.1	ATCC27405 (43218/3/1)	gene	LysR family transcriptional regulator
CTHE_RS02875	6.3.5.3, CTHE_RS02875, Cthe_0554, WP_011837867.1	ATCC27405 (43218/3/1)	gene	phosphoribosylformylglycinamidine synthase
CTHE_RS02880	CTHE_RS02880, Cthe_0555, WP_003517619.1	ATCC27405 (43218/3/1)	gene	peptidyl-prolyl cis-trans isomerase
CTHE_RS02885	6.3.5.4, CTHE_RS02885, Cthe_0556, WP_011837868.1, asnB	ATCC27405 (43218/3/1)	gene	asparagine synthase (glutamine-hydrolyzing)
CTHE_RS02890	CTHE_RS02890, Cthe_0557, WP_003517623.1	ATCC27405 (43218/3/1)	gene	polysaccharide deacetylase
CTHE_RS02895	CTHE_RS02895, Cthe_0558, WP_003517625.1	ATCC27405 (43218/3/1)	gene	glutamate ligase
CTHE_RS02900	CTHE_RS02900, Cthe_0559, WP_003517627.1	ATCC27405 (43218/3/1)	gene	single-stranded DNA-binding protein
CTHE_RS02905	CTHE_RS02905, Cthe_0560, WP_003517629.1	ATCC27405 (43218/3/1)	gene	pyridine nucleotide-disulfide oxidoreductase
CTHE_RS02910	CTHE_RS02910, Cthe_0561, WP_041734220.1	ATCC27405 (43218/3/1)	gene	FAD:protein FMN transferase
CTHE_RS02915	CTHE_RS02915, Cthe_0562, WP_003517632.1	ATCC27405 (43218/3/1)	gene	NusG domain II-containing protein
CTHE_RS02920	CTHE_RS02920, Cthe_0563, WP_003517633.1	ATCC27405 (43218/3/1)	gene	heptaprenyl diphosphate synthase subunit I
CTHE_RS02925	2.5.1.30, CTHE_RS02925, Cthe_0564, WP_011837871.1	ATCC27405 (43218/3/1)	gene	polyprenyl synthetase family protein
CTHE_RS00290	CTHE_RS00290, Cthe_0055, WP_003518398.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02930	CTHE_RS02930, Cthe_0565, WP_003517637.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02935	CTHE_RS02935, Cthe_0566, WP_003517639.1	ATCC27405 (43218/3/1)	gene	primosomal protein N'
CTHE_RS02940	CTHE_RS02940, Cthe_0567, WP_003517641.1, def	ATCC27405 (43218/3/1)	gene	peptide deformylase
CTHE_RS02945	CTHE_RS02945, Cthe_0568, WP_041734453.1	ATCC27405 (43218/3/1)	gene	methionyl-tRNA formyltransferase
CTHE_RS02950	CTHE_RS02950, Cthe_0569, WP_003517644.1	ATCC27405 (43218/3/1)	gene	DUF116 domain-containing protein
CTHE_RS02955	CTHE_RS02955, Cthe_0570, WP_003517648.1	ATCC27405 (43218/3/1)	gene	zinc metallopeptidase
CTHE_RS02960	CTHE_RS02960, Cthe_0571, WP_003517649.1	ATCC27405 (43218/3/1)	gene	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
CTHE_RS02965	CTHE_RS02965, Cthe_0572, WP_003517651.1	ATCC27405 (43218/3/1)	gene	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
CTHE_RS02970	CTHE_RS02970, Cthe_0573, WP_003517653.1	ATCC27405 (43218/3/1)	gene	serine/threonine-protein phosphatase
CTHE_RS02975	CTHE_RS02975, Cthe_0574, WP_003517654.1	ATCC27405 (43218/3/1)	gene	serine/threonine-protein kinase
CTHE_RS00295	CTHE_RS00295, Cthe_0056, WP_041734213.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS02980	CTHE_RS02980, Cthe_0575, WP_003517657.1, rsgA	ATCC27405 (43218/3/1)	gene	ribosome small subunit-dependent GTPase A
CTHE_RS02985	CTHE_RS02985, Cthe_0576, WP_003517659.1	ATCC27405 (43218/3/1)	gene	ribulose-phosphate 3-epimerase
CTHE_RS02990	CTHE_RS02990, Cthe_0577, WP_004463235.1	ATCC27405 (43218/3/1)	gene	thiamine diphosphokinase
CTHE_RS02995	CTHE_RS02995, Cthe_0578, WP_011837874.1	ATCC27405 (43218/3/1)	gene	endoglucanase
CTHE_RS03000	CTHE_RS03000, Cthe_0579, WP_003517666.1	ATCC27405 (43218/3/1)	gene	nitroreductase
CTHE_RS03005	2.6.1.-, CTHE_RS03005, Cthe_0580, WP_011837875.1	ATCC27405 (43218/3/1)	gene	pyridoxal phosphate-dependent aminotransferase
CTHE_RS03010	CTHE_RS03010, Cthe_0581, WP_003520265.1	ATCC27405 (43218/3/1)	gene	DUF814 domain-containing protein
CTHE_RS03015	CTHE_RS03015, Cthe_0582, WP_011837876.1	ATCC27405 (43218/3/1)	gene	PAS domain S-box protein
CTHE_RS03020	CTHE_RS03020, Cthe_0583, WP_003517677.1	ATCC27405 (43218/3/1)	gene	fused response regulator/phosphatase
CTHE_RS03025	CTHE_RS03025, Cthe_0584, WP_003517679.1	ATCC27405 (43218/3/1)	gene	DUF503 domain-containing protein
CTHE_RS00035	CTHE_RS00035, Cthe_0007, WP_003511902.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00300	CTHE_RS00300, Cthe_0057, WP_003511996.1	ATCC27405 (43218/3/1)	gene	DUF3298 domain-containing protein
CTHE_RS03035	CTHE_RS03035, WP_011838186.1	ATCC27405 (43218/3/1)	gene	IS3 family transposase
CTHE_RS03045	CTHE_RS03045, Cthe_0587, WP_003512473.1	ATCC27405 (43218/3/1)	gene	IS256 family transposase ISCth5
CTHE_RS03050	CTHE_RS03050, Cthe_0588, WP_003511744.1	ATCC27405 (43218/3/1)	gene	IS30-like element ISCth3 family transposase
CTHE_RS03070	CTHE_RS03070, WP_011837877.1	ATCC27405 (43218/3/1)	gene	transposase
CTHE_RS03075	CTHE_RS03075, Cthe_0592, WP_003516481.1	ATCC27405 (43218/3/1)	gene	class I SAM-dependent methyltransferase
CTHE_RS03085	CTHE_RS03085, WP_003516485.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS03090	CTHE_RS03090, Cthe_0594, WP_003512473.1	ATCC27405 (43218/3/1)	gene	IS256 family transposase ISCth5
CTHE_RS03095	CTHE_RS03095, Cthe_0595, WP_003516489.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS00305	CTHE_RS00305, Cthe_0058, WP_011837745.1, sigI	ATCC27405 (43218/3/1)	gene	RNA polymerase sigma factor SigI
CTHE_RS03100	CTHE_RS03100, Cthe_0596, WP_003516491.1	ATCC27405 (43218/3/1)	gene	YihA family ribosome biogenesis GTP-binding protein
CTHE_RS03105	CTHE_RS03105, Cthe_0597, WP_003516493.1, thiS	ATCC27405 (43218/3/1)	gene	thiamine biosynthesis protein ThiS
CTHE_RS03110	CTHE_RS03110, Cthe_0598, WP_003516495.1	ATCC27405 (43218/3/1)	gene	thiazole synthase
CTHE_RS03115	CTHE_RS03115, Cthe_0599, WP_003516497.1	ATCC27405 (43218/3/1)	gene	2-iminoacetate synthase ThiH
CTHE_RS03120	CTHE_RS03120, Cthe_0600, WP_003516498.1, thiF	ATCC27405 (43218/3/1)	gene	thiamine biosynthesis protein ThiF
CTHE_RS03125	CTHE_RS03125, Cthe_0601, WP_003520957.1	ATCC27405 (43218/3/1)	gene	thiamine phosphate synthase
CTHE_RS03130	CTHE_RS03130, Cthe_0602, WP_003516504.1	ATCC27405 (43218/3/1)	gene	phosphomethylpyrimidine synthase ThiC
CTHE_RS03135	CTHE_RS03135, Cthe_0603, WP_003516505.1	ATCC27405 (43218/3/1)	gene	N-acetyltransferase
CTHE_RS03140	CTHE_RS03140, Cthe_0604, WP_003516507.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS03145	CTHE_RS03145, Cthe_0605, WP_004463247.1	ATCC27405 (43218/3/1)	gene	peptidoglycan endopeptidase
CTHE_RS00310	CTHE_RS00310, Cthe_0059, WP_003518401.1	ATCC27405 (43218/3/1)	gene	type 3a, cellulose-binding protein
CTHE_RS03150	CTHE_RS03150, Cthe_0606, WP_003516511.1	ATCC27405 (43218/3/1)	gene	DNA internalization-related competence protein ComEC/Rec2
CTHE_RS03155	CTHE_RS03155, Cthe_0607, WP_004463251.1	ATCC27405 (43218/3/1)	gene	M42 family peptidase
CTHE_RS03160	CTHE_RS03160, Cthe_0608, WP_003516515.1	ATCC27405 (43218/3/1)	gene	M42 family peptidase
CTHE_RS03165	CTHE_RS03165, Cthe_0609, WP_003516517.1	ATCC27405 (43218/3/1)	gene	M42 family peptidase
CTHE_RS03170	CTHE_RS03170, Cthe_0610, WP_004463254.1	ATCC27405 (43218/3/1)	gene	histidinol-phosphate transaminase
CTHE_RS03175	CTHE_RS03175, Cthe_0611, WP_011837879.1	ATCC27405 (43218/3/1)	gene	MBL fold hydrolase
CTHE_RS03180	CTHE_RS03180, Cthe_0612, WP_004463257.1	ATCC27405 (43218/3/1)	gene	sodium:solute symporter family protein
CTHE_RS03185	CTHE_RS03185, Cthe_0613, WP_004463260.1, iorA	ATCC27405 (43218/3/1)	gene	indolepyruvate ferredoxin oxidoreductase subunit alpha
CTHE_RS03190	CTHE_RS03190, Cthe_0614, WP_003516525.1, iorB	ATCC27405 (43218/3/1)	gene	indolepyruvate ferredoxin oxidoreductase subunit beta
CTHE_RS03195	CTHE_RS03195, Cthe_0615, WP_004463266.1	ATCC27405 (43218/3/1)	gene	phenylacetate--CoA ligase
CTHE_RS00315	CTHE_RS00315, Cthe_0060, WP_003512012.1	ATCC27405 (43218/3/1)	gene	hypothetical protein
CTHE_RS03200	CTHE_RS03200, Cthe_0616, WP_003516528.1	ATCC27405 (43218/3/1)	gene	ACT domain-containing protein
CTHE_RS03205	CTHE_RS03205, Cthe_0617, WP_003516530.1	ATCC27405 (43218/3/1)	gene	replication-associated recombination protein A
CTHE_RS17050	CTHE_RS17050, WP_003516532.1	ATCC27405 (43218/3/1)	gene	FeoB-associated Cys-rich membrane protein
CTHE_RS03210	CTHE_RS03210, Cthe_0618, WP_003516534.1, feoB	ATCC27405 (43218/3/1)	gene	ferrous iron transport protein B
CTHE_RS03215	CTHE_RS03215, Cthe_0619, WP_003520966.1	ATCC27405 (43218/3/1)	gene	ferrous iron transport protein A
CTHE_RS03220	CTHE_RS03220, Cthe_0620, WP_003516540.1	ATCC27405 (43218/3/1)	gene	metal-dependent transcriptional regulator
CTHE_RS03225	CTHE_RS03225, Cthe_0621, WP_003516545.1, mtnA	ATCC27405 (43218/3/1)	gene	S-methyl-5-thioribose-1-phosphate isomerase
CTHE_RS03230	CTHE_RS03230, Cthe_0622, WP_003516547.1	ATCC27405 (43218/3/1)	gene	S-methyl-5'-thioadenosine phosphorylase
CTHE_RS03235	CTHE_RS03235, Cthe_0623, WP_003516549.1	ATCC27405 (43218/3/1)	gene	conjugal transfer protein TraR
